"Effect_Size_ID","Study_ID","Species_ID","Treatment_ID","Trait_ID","First_Author","Title","Year","Journal","Journal_Impact_Factor-2021","Scientific_Name","Ecosystem","Species_Overlap","Plasticity_Mechanism","Developmental_Exposure_Time","Acclimation_Exposure_Time","Exposure_Units","T1_constant","T2_mean","T2_Magnitude","Fluctuation_Category","Fluctuation_Period","Fluctuation_Unit","Acclimation_Life-History_Stage","Animal_Overlap_T1","Animal_Overlap_T2","Shared_Control","Trait_Category","Measurement","Trait_Unit","Performance_Curve","Complex_Design","Animal_Overlap","Percentage_Transformation","Proportion_Transformation","In_Transformation","Reciprocal_Transformation","n_R1-1","R1-1_Mean","R1-1_SD_Final","n_R2-2","R2-2_Mean","R2-2_SD_Final"
59,6,1,1,2,"J. M. Rojas","Coping With Daily Thermal Variability: Behavioural Performance Of An Ectotherm Model In A Warming World",2014,"Plos One",3.752,"Porcellio laevis","Terrestrial","A","Acclimation",NA,74,"Days",24,24,8,"Alternating",1,"Day","Adults","A","B","A","Behavioural","Latency","s","No","No","A","No","No","No","Yes",20,81.1,72.8958160664932,20,163.2,113.592253256989
60,6,1,2,2,"J. M. Rojas","Coping With Daily Thermal Variability: Behavioural Performance Of An Ectotherm Model In A Warming World",2014,"Plos One",3.752,"Porcellio laevis","Terrestrial","A","Acclimation",NA,74,"Days",24,24,16,"Alternating",1,"Day","Adults","A","C","A","Behavioural","Latency","s","No","No","A","No","No","No","Yes",20,81.1,72.8958160664932,20,100.8,91.2315734819914
65,6,1,1,5,"J. M. Rojas","Coping With Daily Thermal Variability: Behavioural Performance Of An Ectotherm Model In A Warming World",2014,"Plos One",3.752,"Porcellio laevis","Terrestrial","A","Acclimation",NA,74,"Days",24,24,8,"Alternating",1,"Day","Adults","A","B","A","Behavioural","Tortuosity","D","No","No","A","No","No","No","Yes",20,1.07752442996743,0.0451583760928303,20,1.03680781758958,0.0233075489511375
66,6,1,2,5,"J. M. Rojas","Coping With Daily Thermal Variability: Behavioural Performance Of An Ectotherm Model In A Warming World",2014,"Plos One",3.752,"Porcellio laevis","Terrestrial","A","Acclimation",NA,74,"Days",24,24,16,"Alternating",1,"Day","Adults","A","C","A","Behavioural","Tortuosity","D","No","No","A","No","No","No","Yes",20,1.07752442996743,0.0451583760928303,20,1.05342019543974,0.0160239399039079
67,7,1,1,1,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica rubra","Terrestrial","A","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","n-Alkanes","Proportion","No","No","A","No","Yes","No","No",480,0.0995906432748538,0.108903900322665,480,0.0785380116959064,0.0768733414042341
68,7,2,1,1,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica ruginodis","Terrestrial","B","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","n-Alkanes","Proportion","No","No","A","No","Yes","No","No",480,0.0629177718832891,0.0697365590457509,480,0.0839257294429708,0.111578494473201
69,7,1,1,2,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica rubra","Terrestrial","A","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","Alkenes","Proportion","No","No","A","No","Yes","No","No",480,0.0267426273458445,0.0352422020914852,480,0.0184584450402145,0.0299558717777624
70,7,2,1,2,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica ruginodis","Terrestrial","B","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","Alkenes","Proportion","No","No","A","No","Yes","No","No",480,0.155882352941176,0.128875895883568,480,0.234117647058824,0.212645228207889
71,7,1,1,3,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica rubra","Terrestrial","A","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","Dimethyl alkanes","Proportion","No","No","A","No","Yes","No","No",480,0.0300271739130435,0.0169674922705405,480,0.032554347826087,0.0160744663615646
72,7,2,1,3,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica ruginodis","Terrestrial","B","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","Dimethyl alkanes","Proportion","No","No","A","No","Yes","No","No",480,0.129466666666667,0.0817932352541049,480,0.08896,0.0817932352541049
73,7,2,1,4,"P. P. Sprenger","Coping With The Climate: Cuticular Hydrocarbon Acclimation Of Ants Under Constant And Fluctuating Conditions",2018,"Journal Of Experimental Biology",3.308,"Myrmica ruginodis","Terrestrial","B","Acclimation",NA,21,"Days",20,20,16,"Alternating",1,"Day","Adults","A","B","A","Biochemical Assay","Alkadienes","Proportion","No","No","A","No","Yes","No","No",480,0.378173374613003,0.203488256658266,480,0.326625386996904,0.234011495157005
74,8,1,1,1,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,5,"Stepwise",1,"Day","Larval","A","B","A","Population","Mortality","%","No","No","A","Yes","No","No","Yes",21,4.96000000000001,21.2631512245951,21,4.96000000000001,21.2631512245951
75,8,1,2,1,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,10,"Stepwise",1,"Day","Larval","A","C","A","Population","Mortality","%","No","No","A","Yes","No","No","Yes",21,4.96000000000001,21.2631512245951,21,4.96000000000001,21.2631512245951
76,8,1,1,2,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,5,"Stepwise",1,"Day","Larval","A","B","A","Biochemical Assay","Total Fat Content","ug/mg","No","No","A","No","No","No","No",20,2.89192708333333,0.989925927538971,20,2.68359375,0.989925927538973
77,8,1,2,2,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,10,"Stepwise",1,"Day","Larval","A","C","A","Biochemical Assay","Total Fat Content","ug/mg","No","No","A","No","No","No","No",20,2.89192708333333,0.989925927538971,20,2.86588541666667,0.989925927538975
78,8,1,1,3,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,5,"Stepwise",1,"Day","Larval","A","B","A","Biochemical Assay","PO Activity","nmol/min/mg","No","No","A","No","No","No","No",20,0.355555555555556,0.0745355992499932,20,0.326543209876543,0.0828173324999926
79,8,1,2,3,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,10,"Stepwise",1,"Day","Larval","A","C","A","Biochemical Assay","PO Activity","nmol/min/mg","No","No","A","No","No","No","No",20,0.355555555555556,0.0745355992499932,20,0.350617283950617,0.0745355992499932
80,8,1,1,4,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,5,"Stepwise",1,"Day","Larval","A","B","A","Biochemical Assay","AChE Activity","umol/min/mg","No","No","A","No","No","No","No",20,0.168382352941176,0.044392526023893,20,0.170220588235294,0.0460366936544074
81,8,1,2,4,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,10,"Stepwise",1,"Day","Larval","A","C","A","Biochemical Assay","AChE Activity","umol/min/mg","No","No","A","No","No","No","No",20,0.168382352941176,0.044392526023893,20,0.153676470588235,0.0460366936544075
82,8,1,1,5,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,5,"Stepwise",1,"Day","Larval","A","B","A","Biochemical Assay","CytP450 Activity","nmol/min/mg","No","No","A","No","No","No","No",20,108.613861386139,30.1094301920763,20,102.871287128713,29.2238587158389
83,8,1,2,5,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,10,"Stepwise",1,"Day","Larval","A","C","A","Biochemical Assay","CytP450 Activity","nmol/min/mg","No","No","A","No","No","No","No",20,108.613861386139,30.1094301920763,20,100.495049504951,30.1094301920763
84,8,1,1,6,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,5,"Stepwise",1,"Day","Larval","A","B","A","Biochemical Assay","MDA Levels","nmol/mg","No","No","A","No","No","No","Yes",20,10.0178571428571,2.87494454249973,20,10.0892857142857,2.95480411312473
85,8,1,2,6,"J. Verheyen","Current And Future Daily Temperature Fluctuations Make A Pesticide More Toxic: Contrasting Effects On Life History And Physiology",2019,"Environmental Pollution",9.988,"Ischnura elegans","Terrestrial","A","Acclimation",NA,13,"Days",20,20,10,"Stepwise",1,"Day","Larval","A","C","A","Biochemical Assay","MDA Levels","nmol/mg","No","No","A","No","No","No","Yes",20,10.0178571428571,2.87494454249973,20,10.0178571428571,2.95480411312472
86,9,1,1,1,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,6,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Life-History Traits","Gosner Stage","Stage","No","Yes","A","No","No","No","Yes",168,20.2508833922261,0.916005752425146,168,20.1272084805654,1.37400862863767
87,9,1,1,2,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,6,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Snout Vent Length","mm","No","Yes","A","No","No","No","No",168,4.62535211267605,0.401623367225281,168,4.62535211267605,0.328600936820686
88,9,1,1,3,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,6,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","B","A","Morphology","Tail Length","mm","No","Yes","A","No","No","No","No",168,3.67132867132867,0.906397300476613,168,3.74125874125874,1.26895622066728
89,9,1,2,1,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Life-History Traits","Gosner Stage","Stage","No","Yes","A","No","No","No","Yes",168,20.2508833922261,0.916005752425146,168,20.2155477031802,0.916005752425146
90,9,1,2,2,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Morphology","Snout Vent Length","mm","No","Yes","A","No","No","No","No",168,4.62535211267605,0.401623367225281,168,4.65915492957746,0.365112152022978
91,9,1,2,3,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","C","A","Morphology","Tail Length","mm","No","Yes","A","No","No","No","No",168,3.67132867132867,0.906397300476613,168,3.62937062937063,1.26895622066726
92,9,1,3,1,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","D","A","Life-History Traits","Gosner Stage","Stage","No","Yes","A","No","No","No","Yes",168,20.2508833922261,0.916005752425146,168,19.5795053003534,1.83201150485029
93,9,1,3,2,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","D","A","Morphology","Snout Vent Length","mm","No","Yes","A","No","No","No","No",168,4.62535211267605,0.401623367225281,168,4.84788732394366,0.474645797629865
94,9,1,3,3,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,24,24,20,"Sinusoidal (Sine Curve)",1,"Day",NA,"A","D","A","Morphology","Tail Length","mm","No","Yes","A","No","No","No","No",168,3.67132867132867,0.906397300476613,168,3.16783216783217,1.26895622066727
95,9,1,4,1,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,20,20,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"E","F","B","Life-History Traits","Gosner Stage","Stage","No","Yes","A","No","No","No","Yes",168,18.5724381625442,1.14500719053139,168,18.113074204947,1.14500719053143
96,9,1,4,2,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,20,20,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"E","F","B","Morphology","Snout Vent Length","mm","No","Yes","A","No","No","No","No",168,4.59154929577465,0.547668228034472,168,4.3887323943662,1.24138131687812
97,9,1,4,3,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,20,20,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"E","F","B","Morphology","Tail Length","mm","No","Yes","A","No","No","No","No",168,2.32867132867133,1.63151514085792,168,1.2937062937063,1.08767676057195
98,9,1,5,1,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","H","C","Life-History Traits","Gosner Stage","Stage","No","Yes","A","No","No","No","Yes",168,20.9929328621908,2.29001438106287,168,20.4098939929329,1.37400862863772
99,9,1,5,2,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","H","C","Morphology","Snout Vent Length","mm","No","Yes","A","No","No","No","No",168,4.53239436619718,0.985802810462045,168,4.53239436619718,0.693713088843652
100,9,1,5,3,"J. M. Arrighi","Daily Temperature Fluctuations Unpredictably Influence Developmental Rate And Morphology At A Critical Early Larval Stage In A Frog",2013,"Bmc Ecology",3.368,"Bombina orientalis","Aquatic","A","Developmental Plasticity","Egg Incubation",NA,NA,28,28,12,"Sinusoidal (Sine Curve)",1,"Day",NA,"G","H","C","Morphology","Tail Length","mm","No","Yes","A","No","No","No","No",168,4.46853146853147,1.63151514085791,168,3.7972027972028,1.08767676057195
101,10,1,1,1,"V. Delnat","Daily Temperature Variation Lowers The Lethal And Sublethal Impact Of A Pesticide Pulse Due To A Higher Degradation Rate",2021,"Chemosphere",8.943,"Culex pipiens","Terrestrial","A","Developmental Plasticity","Larvae to Pupae",NA,NA,20,20,10,"Stepwise",1,"Day",NA,"A","B","A","Population","Survival","%","No","No","A","Yes","No","No","No",14,96.0526315789474,8.61565845638732,14,81.9078947368421,16.0005085618623
