Effect_Size_ID,Study_ID,Species_ID,Treatment_ID_T1,Treatment_ID_T2,Trait_ID,First_Author,Title,Year,Journal,Journal_Impact_Factor-2021,Kingdom,Phylum,Class,Order,Family,Scientific_Name,Ecosystem,Plasticity_Mechanism,Developmental_Exposure_Time_Category,Developmental_Exposure_Time,Acclimation_Exposure_Time,Exposure_Units,T1_constant,T1_fluctuation,T2_constant,T2_fluctuation,High,Fluctuation_Magnitude,Fluctuation_Category,Fluctuation_Period,Fluctuation_Unit,Number_Of_Fluctuations,Acclimation_Life-History_Stage,Acclimation_Life-History_Stage_Category,Trait_Category,Measurement,Trait_Unit,per_transform,ln_transform,Sex,Performance_Curve,Complex_Design,Shared_Control_Number,n_T1_C,Mean_T1_C,SD_Final_T1_C,n_T1_F,Mean_T1_F,SD_Final_T1_F,n_T2_C,Mean_T2_C,SD_Final_T2_C,n_T2_F,Mean_T2_F,SD_Final_T2_F
185,116,2,1,2,1,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Trachemys scripta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Population,Survival,%,Yes,No,NA,No,Yes,156,44,1.811594203,36.85138656,45,55.19323671,35.64746051,40,83.69565217,36.66408881,40,86.11111111,36.66408881
186,116,2,1,2,2,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Trachemys scripta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,157,44,135.4074074,11.7924437,45,125.3333333,3.97523196,40,44.74074074,3.747884634,40,45.62962963,3.747884634
187,116,2,1,2,3,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Trachemys scripta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Plastron Length,mm,No,No,NA,No,Yes,158,44,25.86528497,4.846052802,45,27.76165803,3.0239054,40,28.44559585,2.457728751,40,28.50777202,2.457728751
188,116,2,1,2,4,H. L. Les,Living At Extremes: Development At The Edges Of Viable Temperature Under Constant And Fluctuating Conditions,2009,Physiological And Biochemical Zoology,2.322,Metazoa,Chordata,NA,Testudines,Emydidae,Trachemys scripta,Aquatic,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,23,23,31,31,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Mass,g,No,No,NA,No,Yes,159,44,7.842307692,2.194074861,45,7.815384615,1.780254121,40,7.434615385,1.508163192,40,7.607692308,1.483837979
189,118,1,1,6,1,D. W. Hagstrum,Modeling Differences In Insect Developmental Times Between Constant And Fluctuating Temperatures,1991,Annals Of The Entomological Society Of America,2.727,Metazoa,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Tribolium castaneum,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,22.5,22.5,35,35,T2,10,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,160,575,66.4,4.316248371,614,61.6,4.212433976,1041,18.8,1.290581264,945,20.8,1.229634092
190,119,1,1,3,1,J. Verheyen,Negative Bioenergetic Responses To Pesticides In Damselfly Larvae Are More Likely When It Is Hotter And When Temperatures Fluctuate,2020,Chemosphere,8.943,Metazoa,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura elegans,Terrestrial,Acclimation,NA,NA,59,Days,20,20,24,24,T2,5,Stepwise,1,Day,59,Larvae,Larvae,Physiological,Cellular Energy Allocation,J,No,No,NA,No,Yes,161,24,1.091489362,0.198043852,24,1.075531915,0.192832171,24,1.13125,0.188814834,24,1.152083333,0.204124145
191,119,1,2,4,1,J. Verheyen,Negative Bioenergetic Responses To Pesticides In Damselfly Larvae Are More Likely When It Is Hotter And When Temperatures Fluctuate,2020,Chemosphere,8.943,Metazoa,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura elegans,Terrestrial,Acclimation,NA,NA,59,Days,20,20,24,24,T2,10,Stepwise,1,Day,59,Larvae,Larvae,Physiological,Cellular Energy Allocation,J,No,No,NA,No,Yes,161,24,1.091489362,0.198043852,24,1.095744681,0.203255532,24,1.13125,0.188814834,24,1.189583333,0.199021042
192,119,2,1,3,1,J. Verheyen,Negative Bioenergetic Responses To Pesticides In Damselfly Larvae Are More Likely When It Is Hotter And When Temperatures Fluctuate,2020,Chemosphere,8.943,Metazoa,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura elegans,Terrestrial,Acclimation,NA,NA,59,Days,20,20,24,24,T2,5,Stepwise,1,Day,59,Larvae,Larvae,Physiological,Cellular Energy Allocation,J,No,No,NA,No,Yes,162,24,1.174229692,0.203094948,24,1.148459384,0.203094948,24,1.205263158,0.20627282,24,1.152631579,0.20627282
193,119,2,2,4,1,J. Verheyen,Negative Bioenergetic Responses To Pesticides In Damselfly Larvae Are More Likely When It Is Hotter And When Temperatures Fluctuate,2020,Chemosphere,8.943,Metazoa,Arthropoda,Insecta,Odonata,Coenagrionidae,Ischnura elegans,Terrestrial,Acclimation,NA,NA,59,Days,20,20,24,24,T2,10,Stepwise,1,Day,59,Larvae,Larvae,Physiological,Cellular Energy Allocation,J,No,No,NA,No,Yes,162,24,1.174229692,0.203094948,24,1.204481793,0.208584001,24,1.205263158,0.20627282,24,1.136842105,0.20627282
194,120,1,1,2,1,G. Cavieres,Ontogenetic Thermal Tolerance And Performance Of Ectotherms At Variable Temperatures,2016,Journal Of Evolutionary Biology,2.516,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila melanogaster,Terrestrial,Developmental Plasticity,Juvenile,Juvenile Period,NA,NA,15,15,28,28,T2,8,Alternating,1,Day,NA,NA,NA,Physiological,Locomotor Performance,cm s-1,No,No,Both,Yes,Yes,163,32,0.6375,0.155563492,32,0.645714286,0.100566298,32,0.8725,0.127279221,32,0.848888889,0.100566298
195,121,1,1,3,1,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,164,18,42.5,0.848528137,21,43.8,1.374772708,18,30,0.848528137,15,30.2,0.774596669
196,121,1,1,3,2,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Length,mm,No,No,Both,No,Yes,165,18,27.73690304,0.864491764,21,27.27612156,0.848870751,18,27.41736614,0.913610614,15,27.35716353,0.825040736
197,121,1,1,3,3,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Mass,g,No,No,Both,No,Yes,166,18,0.371156463,0.045716618,21,0.350040816,0.049878375,18,0.344163265,0.045716618,15,0.377251701,0.045105765
198,121,1,1,3,4,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Tail Length,mm,No,No,Both,No,Yes,167,18,6.133751962,0.779260534,21,5.70989011,0.81579919,18,6.012244898,0.803237782,15,6.0433281,0.798916816
199,121,1,1,3,5,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Locomotor Performance,mm/s,No,No,Both,No,Yes,168,18,19.940625,7.331813437,21,21.8875,7.51828825,18,15.740625,7.331813437,15,17.73125,7.370771431
200,121,1,1,3,6,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,6,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Locomotor Performance,mm/s,No,No,Both,No,Yes,169,18,53.9456869,23.38196545,21,56.10223642,23.79132749,18,39.40894569,23.04309638,15,37.17252396,22.89143511
201,121,1,2,4,1,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Life-History Traits,Development Time,Days,No,No,NA,No,Yes,164,18,42,0.848528137,15,45.8,1.161895004,18,30,0.848528137,18,30.5,0.848528137
202,121,1,2,4,2,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Length,mm,No,No,Both,No,Yes,165,18,27.73690304,0.864491764,15,27.01678726,0.860912072,18,27.41736614,0.913610614,18,27.66743849,0.864491764
203,121,1,2,4,3,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Mass,g,No,No,Both,No,Yes,166,18,0.371156463,0.045716618,15,0.345142857,0.049742807,18,0.344163265,0.045716618,18,0.37322449,0.045254834
204,121,1,2,4,4,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Morphology,Tail Length,mm,No,No,Both,No,Yes,167,18,6.133751962,0.779260534,15,5.379277865,0.798916816,18,6.012244898,0.803237782,18,6.032025118,0.779260534
205,121,1,2,4,5,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Locomotor Performance,mm/s,No,No,Both,No,Yes,168,18,19.940625,7.331813437,15,19.153125,7.455492941,18,15.740625,7.331813437,18,15.01875,7.239005672
206,121,1,2,4,6,W. G. Du,"Phenotypic Effects Of Thermal Mean And Fluctuations On Embryonic Development And Hatchling Traits In A Lacertid Lizard, Takydromus Septentrionalis",2008,Journal Of Experimental Zoology Part A-Ecological And Integrative Physiology,2.693,Metazoa,Chordata,NA,Squamata,Lacertidae,Takydromus septentrionalis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,24,24,28,28,T2,12,Sinusoidal (Sine Curve),1,Day,NA,NA,NA,Physiological,Locomotor Performance,mm/s,No,No,Both,No,Yes,169,18,53.9456869,23.38196545,15,42.20447284,22.89143511,18,39.40894569,23.04309638,18,32.5399361,23.38196545
207,126,1,1,4,1,D. Vangansbeke,Prey Consumption By Phytoseiid Spider Mite Predators As Affected By Diurnal Temperature Variations,2015,Biocontrol,2.581,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Phytoseiulus persimilis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,27.5,27.5,T2,15,Alternating,1,Day,NA,NA,NA,Behavioural,Food Consumption,No.,No,No,Female,Yes,Yes,170,25,12.0984081,1.266280753,25,18.86396527,1.808972504,25,30.98408104,2.894356006,25,24.54413893,3.256150507
208,126,1,1,4,2,D. Vangansbeke,Prey Consumption By Phytoseiid Spider Mite Predators As Affected By Diurnal Temperature Variations,2015,Biocontrol,2.581,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Phytoseiulus persimilis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,27.5,27.5,T2,15,Alternating,1,Day,NA,NA,NA,Life-History Traits,Fecundity,No.,No,No,Female,Yes,Yes,171,25,1.808108108,0.324324324,25,2.740540541,0.405405405,25,5.22972973,0.567567568,25,3.818918919,0.527027027
209,126,1,1,4,3,D. Vangansbeke,Prey Consumption By Phytoseiid Spider Mite Predators As Affected By Diurnal Temperature Variations,2015,Biocontrol,2.581,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Phytoseiulus persimilis,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,27.5,27.5,T2,15,Alternating,1,Day,NA,NA,NA,Morphology,Length,μm,No,No,Female,Yes,Yes,172,25,348.4625668,9.42513369,25,346.8582888,11.8315508,25,334.8262032,9.625668449,25,332.459893,8.221925134
210,126,2,1,4,1,D. Vangansbeke,Prey Consumption By Phytoseiid Spider Mite Predators As Affected By Diurnal Temperature Variations,2015,Biocontrol,2.581,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus californicus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,27.5,27.5,T2,15,Alternating,1,Day,NA,NA,NA,Behavioural,Food Consumption,No.,No,No,Female,Yes,Yes,173,25,4.900568182,0.887784091,25,8.877840909,1.242897727,25,18.89204545,2.130681818,25,15.58948864,1.420454545
211,126,2,1,4,2,D. Vangansbeke,Prey Consumption By Phytoseiid Spider Mite Predators As Affected By Diurnal Temperature Variations,2015,Biocontrol,2.581,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus californicus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,27.5,27.5,T2,15,Alternating,1,Day,NA,NA,NA,Life-History Traits,Fecundity,No.,No,No,Female,Yes,Yes,174,25,0.914835165,0.412087912,25,1.945054945,0.164835165,25,4.508241758,0.453296703,25,3.89010989,0.32967033
212,126,2,1,4,3,D. Vangansbeke,Prey Consumption By Phytoseiid Spider Mite Predators As Affected By Diurnal Temperature Variations,2015,Biocontrol,2.581,Metazoa,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,Neoseiulus californicus,Terrestrial,Developmental Plasticity,Embryo,Egg Incubation,NA,NA,15,15,27.5,27.5,T2,15,Alternating,1,Day,NA,NA,NA,Morphology,Length,μm,No,No,Female,Yes,Yes,175,25,386.799431,4.26742532,25,378.3357041,6.045519203,25,373.0725462,5.33428165,25,367.5960171,4.978662873
213,127,1,1,1,1,G. Schweiterman,Effect of thermal variation on the cardiac thermal limits of a eurythermal marine teleost (Girella nigricans),2022,Current Research in Physiology,,Metazoa,Chordata,Actinopterygii,Centarchiformes,Girellidae,Girella nigricans,Aquatic,Acclimation,NA,NA,21,Days,16,16,19,19,T2,6,Alternating,1,Day,NA,Adult,Adult,Physiological,Cardiac break point T,oC,No,No,NA,No,Yes,176,11,24.8,1.9,9,25.3,1.5,11,25.2,1,10,26.3,1.6
214,127,1,1,1,2,G. Schweiterman,Effect of thermal variation on the cardiac thermal limits of a eurythermal marine teleost (Girella nigricans),2022,Current Research in Physiology,,Metazoa,Chordata,Actinopterygii,Centarchiformes,Girellidae,Girella nigricans,Aquatic,Acclimation,NA,NA,21,Days,16,16,19,19,T2,6,Alternating,1,Day,NA,Adult,Adult,Physiological,Cardiac T at peak HR,oC,No,No,NA,No,Yes,177,11,28.1,1.7,9,28.6,1.2,11,28.9,2.3,10,29.7,1.6
215,127,1,1,1,3,G. Schweiterman,Effect of thermal variation on the cardiac thermal limits of a eurythermal marine teleost (Girella nigricans),2022,Current Research in Physiology,,Metazoa,Chordata,Actinopterygii,Centarchiformes,Girellidae,Girella nigricans,Aquatic,Acclimation,NA,NA,21,Days,16,16,19,19,T2,6,Alternating,1,Day,NA,Adult,Adult,Physiological,Cardiac T arrhythmia,oC,No,No,NA,No,Yes,178,11,30,1.3,9,30.4,1.2,11,30.8,1.7,10,31.7,1.3
216,127,1,1,1,4,G. Schweiterman,Effect of thermal variation on the cardiac thermal limits of a eurythermal marine teleost (Girella nigricans),2022,Current Research in Physiology,,Metazoa,Chordata,Actinopterygii,Centarchiformes,Girellidae,Girella nigricans,Aquatic,Acclimation,NA,NA,21,Days,16,16,19,19,T2,6,Alternating,1,Day,NA,Adult,Adult,Physiological,Max HR,bpm,No,No,NA,Yes,Yes,179,11,171.8,17.6,9,179.7,14.7,11,175.6,30.2,10,177,20.9
217,128,1,1,1,1,A. T. Breitenbach,Effects of constant and fluctuating temperatures on gene expression during gonadal development,2022,Integrative and Comparative Biology,,Metazoa,Chordata,Reptilia,Testudines,Testudinoidea,Trachemys scripta,Aquatic,Development,Embryo,Egg incubation,NA,NA,26,26,31,31,T2,6,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Gene expression,Kdm6BDown2 Normalized,No,No,NA,No,Yes,180,7,0.001137504,0.000242823,5,0.000487697,0.000109317,6,0.0001,0.000033,6,0.0001,0.000056
218,128,1,1,1,2,A. T. Breitenbach,Effects of constant and fluctuating temperatures on gene expression during gonadal development,2022,Integrative and Comparative Biology,,Metazoa,Chordata,Reptilia,Testudines,Testudinoidea,Trachemys scripta,Aquatic,Development,Embryo,Egg incubation,NA,NA,26,26,31,31,T2,6,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Gene expression,Cyp19A1 Normalized,No,No,NA,No,Yes,181,7,0.000741776,0.000402236,5,0.000560918,0.000391193,6,0.0014,0.00037,6,0.00053,0.00032
219,128,1,1,1,3,A. T. Breitenbach,Effects of constant and fluctuating temperatures on gene expression during gonadal development,2022,Integrative and Comparative Biology,,Metazoa,Chordata,Reptilia,Testudines,Testudinoidea,Trachemys scripta,Aquatic,Development,Embryo,Egg incubation,NA,NA,26,26,31,31,T2,6,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Gene expression,Dmrt1 Normalized,No,No,NA,No,Yes,182,7,0.000508613,0.000110872,5,0.000494056,0.000254545,6,0.000034,0.000023,6,0.000014,0.0000046
220,128,1,1,1,4,A. T. Breitenbach,Effects of constant and fluctuating temperatures on gene expression during gonadal development,2022,Integrative and Comparative Biology,,Metazoa,Chordata,Reptilia,Testudines,Testudinoidea,Trachemys scripta,Aquatic,Development,Embryo,Egg incubation,NA,NA,26,26,31,31,T2,6,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Gene expression,Foxl2 Normalized,No,No,NA,No,Yes,183,7,3.45284E-05,1.00131E-05,5,3.00099E-05,5.82554E-06,6,0.0008,0.00063,6,0.00016,0.00011
221,128,1,1,1,5,A. T. Breitenbach,Effects of constant and fluctuating temperatures on gene expression during gonadal development,2022,Integrative and Comparative Biology,,Metazoa,Chordata,Reptilia,Testudines,Testudinoidea,Trachemys scripta,Aquatic,Development,Embryo,Egg incubation,NA,NA,26,26,31,31,T2,6,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Gene expression,Sox9 Normalized,No,No,NA,No,Yes,184,7,0.000396832,9.55106E-05,5,0.000324451,0.000194811,6,0.0001,0.000015,6,0.00016,0.00013
222,128,1,1,1,6,A. T. Breitenbach,Effects of constant and fluctuating temperatures on gene expression during gonadal development,2022,Integrative and Comparative Biology,,Metazoa,Chordata,Reptilia,Testudines,Testudinoidea,Trachemys scripta,Aquatic,Development,Embryo,Egg incubation,NA,NA,26,26,31,31,T2,6,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Gene expression,Sox4 Normalized,No,No,NA,No,Yes,185,7,0.007680458,0.00164488,5,0.00578794,0.001547604,6,0.015,0.0036,6,0.0097,0.0033
223,129,1,1,1,1,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Physiological,Heart rate,bpm,No,No,NA,No,Yes,186,12,132.6923077,26.6469355,12,255.7692308,33.30866938,12,196.1538462,13.32346775,12,242.3076923,19.98520163
224,129,1,1,1,2,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Physiological,Limb activity,bpm,No,No,NA,No,Yes,187,12,206.2111801,103.2775637,12,258.3850932,17.21292728,12,248.447205,51.63878184,12,240.9937888,77.45817276
225,129,1,1,1,3,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Physiological,Simming speed,10^-3 m/s,No,No,NA,No,Yes,188,12,2.004830918,0.41836976,12,2.632850242,1.004087425,12,2.826086957,2.259196706,12,1.690821256,2.091848801
226,129,1,1,1,4,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,CytP450,pmol/L.ug protein,No,No,NA,No,Yes,189,4,4.95049505,3.429803579,4,5.940594059,5.487685727,4,8.316831683,8.23152859,4,5.148514851,2.743842863
227,129,1,1,1,5,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,ETS activity,nmolO2/min.ug protein,No,No,NA,No,Yes,190,4,4.253731343,2.068120367,4,3.955223881,1.034060184,4,5.074626866,2.585150459,4,3.805970149,1.034060184
228,129,1,1,1,6,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,Hgb content,10^-4H576/ug protein,No,No,NA,No,Yes,191,4,1.256157635,0.767904299,4,1.477832512,0.767904299,4,1.477832512,0.511936199,4,2.290640394,0.511936199
229,129,1,1,1,7,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,5,Sinusoidal,1,Day,NA,NA,NA,Biochemical,AchE,10^-4 umol/min.ug protein,No,No,NA,No,Yes,192,4,3.838383838,3.674047168,4,1.363636364,0.524863881,4,3.838383838,0.174954627,4,2.474747475,0.699818508
230,129,1,1,2,1,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Physiological,Heart rate,bpm,No,No,NA,No,Yes,186,12,132.6923077,26.6469355,12,244.2307692,93.26427425,12,196.1538462,13.32346775,12,246.1538462,19.98520163
231,129,1,1,2,2,W. Xu,Local thermal adaptation mediates the sensitivity of Daphnia magna to nanoplastics under global warming scenarios,2024,Journal of Hazardous Materials,,Metazoa,Arthropoda,Branchiopoda,Anomopoda,Daphniidae,Daphnia magna,Aquatic,Acclimation,NA,NA,2,Days,20,20,24,24,T2,10,Sinusoidal,1,Day,NA,NA,NA,Physiological,Limb activity,bpm,No,No,NA,No,Yes,187,12,206.2111801,103.2775637,12,218.6335404,60.24524548,12,248.447205,51.63878184,12,285.7142857,17.21292728
